transaction_id,transaction_key,foracid,transaction_amount,amount_left,p_tran_type,digital_flag,transaction_channel_type,timestamp
LA99606607,LA99606607TRNX20007L,FA7994654046390794,122150.0,3489986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA38048895,LA38048895TRNX20007L,FA6284203718165170,56480.0,2823992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA51491772,LA51491772TRNX20007L,FA3815650565957713,56480.0,2823992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA17322541,LA17322541TRNX20007L,FA8144653572567075,46777.5,2771993.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA52540902,LA52540902TRNX20007L,FA5940289964657295,92340.0,5471993.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA39095910,LA39095910TRNX20007L,FA1726818465538682,81847.5,3117989.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA46819499,LA46819499TRNX20007L,FA1767350633061959,,,C,N,BY_BRANCH,2023-10-15 00:00:00
LA10474213,LA10474213TRNX20007L,FA3953414244179236,73828.125,2624988.75,C,N,BY_BRANCH,2023-10-15 00:00:00
LA96678282,LA96678282TRNX20007L,FA7343845596520236,4580.0,228992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA95590551,LA95590551TRNX20007L,FA2531959391351948,120610.0,3445986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA99480131,LA99480131TRNX20007L,FA9337535048469678,106176.875,3466987.75,C,N,BY_BRANCH,2023-10-15 00:00:00
LA82387824,LA82387824TRNX20007L,FA2430666516527138,70455.0,4696994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA71516507,LA71516507TRNX20007L,FA7607230246226324,72420.0,4827994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA79010814,LA79010814TRNX20007L,FA7781683985711283,49000.0,1224984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA84996301,LA84996301TRNX20007L,FA1548242166255849,80300.0,3211990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA57811457,LA57811457TRNX20007L,FA9381418891576700,61830.0,2747991.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA73874215,LA73874215TRNX20007L,FA3672594799350847,75200.0,1879984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA80043627,LA80043627TRNX20007L,FA4669640695802230,50215.0,1825989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA58801325,LA58801325TRNX20007L,FA7277775351850160,0.0,4000000.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA48070167,LA48070167TRNX20007L,FA9541111728549037,45500.0,1399987.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA84078703,LA84078703TRNX20007L,FA1259802934116454,105000.0,2999986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA54890522,LA54890522TRNX20007L,FA7793254043165848,611.3477545000001,20147.73,C,N,BY_BRANCH,2023-10-15 00:00:00
LA77685832,LA77685832TRNX20007L,FA4438039152153473,22.68136,572.16,C,N,BY_BRANCH,2023-10-15 00:00:00
LA87565980,LA87565980TRNX20007L,FA7709431384684359,372262.5,13499988.97,C,N,BY_BRANCH,2023-10-15 00:00:00
LA43490571,LA43490571TRNX20007L,FA9805740024677307,0.0,3204000.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA57489818,LA57489818TRNX20007L,FA6551136995315027,98790.0,3292988.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA91995068,LA91995068TRNX20007L,FA6087889976649103,17407.5,632989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA86057250,LA86057250TRNX20007L,FA6485100448831272,570600.0,23999990.49,C,N,BY_BRANCH,2023-10-15 00:00:00
LA81796143,LA81796143TRNX20007L,FA1034643479585415,12975.0,864994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA71538210,LA71538210TRNX20007L,FA9402004435293223,50000.0,1999990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA25127884,LA25127884TRNX20007L,FA9300120019095454,52500.0,3499994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA52711086,LA52711086TRNX20007L,FA4080397867956675,275000.0,9999989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA28241390,LA28241390TRNX20007L,FA4661115541485278,45825.0,1499987.78,C,N,BY_BRANCH,2023-10-15 00:00:00
LA50764379,LA50764379TRNX20007L,FA9609292005616723,107042.5,3643988.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA34229815,LA34229815TRNX20007L,FA3874618608419414,61177.5,2718991.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA11712803,LA11712803TRNX20007L,FA1745285961570311,77920.0,1947984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA64907427,LA64907427TRNX20007L,FA8971509928431890,66000.0,2399989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA14021702,LA14021702TRNX20007L,FA7083818026379286,25500.0,1274992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA85437639,LA85437639TRNX20007L,FA4231248420073625,834.0217210000001,27288.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA14914266,LA14914266TRNX20007L,FA6719075029089087,187500.0,7499990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA78015251,LA78015251TRNX20007L,FA7825664635978303,3774093.75,101249985.09,C,N,BY_BRANCH,2023-10-15 00:00:00
LA22738306,LA22738306TRNX20007L,FA8454609727129984,100878.75,3293987.75,C,N,BY_BRANCH,2023-10-15 00:00:00
LA50861762,LA50861762TRNX20007L,FA2597559644698635,106655.0,3319987.15,C,N,BY_BRANCH,2023-10-15 00:00:00
LA78389220,LA78389220TRNX20007L,FA9689394639408101,113785.0,3250986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA92154016,LA92154016TRNX20007L,FA2234464183980837,9375.0,499992.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA65056918,LA65056918TRNX20007L,FA9159155110477098,4164750.0,134999987.66,C,N,BY_BRANCH,2023-10-15 00:00:00
LA83493589,LA83493589TRNX20007L,FA4995434267734802,49000.0,1224984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA29907547,LA29907547TRNX20007L,FA7987019047430955,84105.0,3203989.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA20549066,LA20549066TRNX20007L,FA8055634056343983,87963.75,3350989.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA14097303,LA14097303TRNX20007L,FA2166466851178754,137500.0,4999989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA27156323,LA27156323TRNX20007L,FA8562897774721802,81150.0,3245990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA60854324,LA60854324TRNX20007L,FA7576618638566667,17.125,486.3,C,N,BY_BRANCH,2023-10-15 00:00:00
LA12118570,LA12118570TRNX20007L,FA1166338295445895,147875.0,4999988.17,C,N,BY_BRANCH,2023-10-15 00:00:00
LA68280911,LA68280911TRNX20007L,FA7798027353755735,36900.0,999985.24,C,N,BY_BRANCH,2023-10-15 00:00:00
LA48402696,LA48402696TRNX20007L,FA1388500981035502,81738.125,2668987.75,C,N,BY_BRANCH,2023-10-15 00:00:00
LA93738674,LA93738674TRNX20007L,FA1873550389280048,155.48644625,4047.04,C,N,BY_BRANCH,2023-10-15 00:00:00
LA11661159,LA11661159TRNX20007L,FA3239777656967549,540000.0,17999988.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA78498984,LA78498984TRNX20007L,FA3495663399005587,93853.125,3194988.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA65525854,LA65525854TRNX20007L,FA4041890331591834,92619.375,3152988.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA12675053,LA12675053TRNX20007L,FA7908877567476985,168750.0,4499985.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA65936758,LA65936758TRNX20007L,FA1596031556154458,227500.0,6499986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA86502949,LA86502949TRNX20007L,FA5622351378137750,56080.0,2803992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA54137482,LA54137482TRNX20007L,FA9952701852059632,44735.625,2650993.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA56547140,LA56547140TRNX20007L,FA3462316924603464,25500.0,1199991.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA31892974,LA31892974TRNX20007L,FA1903735980800526,84500.0,2599987.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA56005550,LA56005550TRNX20007L,FA3590402631019211,92200.0,3999990.78,C,N,BY_BRANCH,2023-10-15 00:00:00
LA41682575,LA41682575TRNX20007L,FA9840931969032974,101160.0,3371988.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA36516880,LA36516880TRNX20007L,FA2989354883250088,16500.0,1099994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA23868254,LA23868254TRNX20007L,FA5435662458856460,46000.0,1599988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA65757272,LA65757272TRNX20007L,FA4479235953769477,588.5852699999999,17234.27,C,N,BY_BRANCH,2023-10-15 00:00:00
LA64149330,LA64149330TRNX20007L,FA3121696667697014,850.0,33990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA97951666,LA97951666TRNX20007L,FA3866511379201003,30000.0,1999994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA72119163,LA72119163TRNX20007L,FA3019082338377643,126857.5,7248993.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA96237923,LA96237923TRNX20007L,FA3029180144526045,140000.0,3999986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA19411428,LA19411428TRNX20007L,FA1462196631365827,42000.0,1399988.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA62126665,LA62126665TRNX20007L,FA9572556222419111,84125.0,3364990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA93383367,LA93383367TRNX20007L,FA4598633726416007,51800.0,2589992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA36895664,LA36895664TRNX20007L,FA1596033013616945,100280.0,3487988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA26785905,LA26785905TRNX20007L,FA4915494703201508,18975.0,689989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA61466563,LA61466563TRNX20007L,FA3170160933584985,37275.0,1490990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA52687158,LA52687158TRNX20007L,FA7930622761857842,60000.0,1499984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA98188745,LA98188745TRNX20007L,FA6502785073585327,78000.0,2399987.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA35656252,LA35656252TRNX20007L,FA6831110609086115,759375.0,26999988.75,C,N,BY_BRANCH,2023-10-15 00:00:00
LA33837517,LA33837517TRNX20007L,FA3893923591792341,59375.0,2499990.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA94975283,LA94975283TRNX20007L,FA9855001772921848,287500.0,9999988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA25731340,LA25731340TRNX20007L,FA3602173309865152,8130.0,541994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA26582001,LA26582001TRNX20007L,FA5468604775807949,,,C,N,BY_BRANCH,2023-10-15 00:00:00
LA57725266,LA57725266TRNX20007L,FA8994109287667449,36720.0,1835992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA84440042,LA84440042TRNX20007L,FA6191238646686619,44250.0,1769990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA49883432,LA49883432TRNX20007L,FA7953546575117994,38000.0,1899992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA50708266,LA50708266TRNX20007L,FA1923640138065951,2581.717215,62155.99,C,N,BY_BRANCH,2023-10-15 00:00:00
LA91743593,LA91743593TRNX20007L,FA5655745076929211,93853.125,3194988.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA15558698,LA15558698TRNX20007L,FA8182840422212336,77148.75,2938989.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA29415971,LA29415971TRNX20007L,FA9174573934487793,140000.0,3499984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA71509581,LA71509581TRNX20007L,FA1164886962263231,32500.0,999987.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA56428548,LA56428548TRNX20007L,FA5980614598579807,28750.0,999988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA46738440,LA46738440TRNX20007L,FA5099007295343773,5.071781000000001,153.65,C,N,BY_BRANCH,2023-10-15 00:00:00
LA46268034,LA46268034TRNX20007L,FA1641855733348689,0.0,3195000.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA91212852,LA91212852TRNX20007L,FA2721874892847905,110950.0,3169986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA75828155,LA75828155TRNX20007L,FA7482627228154530,38805.0,2586994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA48789643,LA48789643TRNX20007L,FA6800771704129037,6710.0,243989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA61481664,LA61481664TRNX20007L,FA8248086348834069,30000.0,1499992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA78565322,LA78565322TRNX20007L,FA6542199778533133,8312.5,474993.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA82730087,LA82730087TRNX20007L,FA9402925938718910,1010437.5,42499990.49,C,N,BY_BRANCH,2023-10-15 00:00:00
LA41812848,LA41812848TRNX20007L,FA9030238907376096,488300.0,18999989.72,C,N,BY_BRANCH,2023-10-15 00:00:00
LA43085536,LA43085536TRNX20007L,FA9986546013280535,747.67693,22609.38,C,N,BY_BRANCH,2023-10-15 00:00:00
LA65509949,LA65509949TRNX20007L,FA4244429736121377,101430.0,3380988.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA30594412,LA30594412TRNX20007L,FA7230159574474260,200.375994,5972.45,C,N,BY_BRANCH,2023-10-15 00:00:00
LA80167504,LA80167504TRNX20007L,FA9210208516308427,15340.0,399984.66,C,N,BY_BRANCH,2023-10-15 00:00:00
LA48543612,LA48543612TRNX20007L,FA3991715850072075,75000.0,2499988.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA65765871,LA65765871TRNX20007L,FA3636423922757817,15452.5,882993.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA54584393,LA54584393TRNX20007L,FA8641379713524234,48880.0,1599987.78,C,N,BY_BRANCH,2023-10-15 00:00:00
LA14943720,LA14943720TRNX20007L,FA3595366191599481,37875.0,1514990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA95448629,LA95448629TRNX20007L,FA2829965203798976,175000.0,6999990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA22249878,LA22249878TRNX20007L,FA9150037453555506,252750.0,7499986.52,C,N,BY_BRANCH,2023-10-15 00:00:00
LA13974926,LA13974926TRNX20007L,FA2965428339677303,6300.0,314992.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA90705186,LA90705186TRNX20007L,FA8202243712048841,67907.5,2361988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA52049440,LA52049440TRNX20007L,FA1057580425061306,4500.0,299994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA72094163,LA72094163TRNX20007L,FA1566340560732487,312500.0,9999987.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA45471722,LA45471722TRNX20007L,FA6382555554477483,87888.75,3056988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA72971269,LA72971269TRNX20007L,FA2606007611831123,95850.0,3194988.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA48719592,LA48719592TRNX20007L,FA5559007991907297,84550.0,3381990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA73568875,LA73568875TRNX20007L,FA9518146891829598,17500.0,499986.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA34750113,LA34750113TRNX20007L,FA6220515823907089,58500.0,1799987.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA58589870,LA58589870TRNX20007L,FA2573262186490811,62450.0,1999987.51,C,N,BY_BRANCH,2023-10-15 00:00:00
LA70465580,LA70465580TRNX20007L,FA7993758202824535,17968.75,624988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA55069939,LA55069939TRNX20007L,FA7852588009899008,71875.0,2499988.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA89024941,LA89024941TRNX20007L,FA1823843920934137,187500.0,4999985.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA13505822,LA13505822TRNX20007L,FA9266446754952793,77621.25,2956989.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA90060121,LA90060121TRNX20007L,FA2422384618691307,84975.0,3398990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA82267674,LA82267674TRNX20007L,FA9126888952728290,72476.25,2760989.5,C,N,BY_BRANCH,2023-10-15 00:00:00
LA30689360,LA30689360TRNX20007L,FA9349462027154403,137500.0,4999989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA19988629,LA19988629TRNX20007L,FA8566032074241792,75200.0,1879984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA31782631,LA31782631TRNX20007L,FA2226572438027083,68062.5,2474989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA92431897,LA92431897TRNX20007L,FA3348140645743059,41405.0,1399988.17,C,N,BY_BRANCH,2023-10-15 00:00:00
LA94282274,LA94282274TRNX20007L,FA1505390635558689,422.169839,13806.76,C,N,BY_BRANCH,2023-10-15 00:00:00
LA32762245,LA32762245TRNX20007L,FA6970636619404022,73937.5,2499988.17,C,N,BY_BRANCH,2023-10-15 00:00:00
LA31272270,LA31272270TRNX20007L,FA4120265337854980,31200.0,999987.52,C,N,BY_BRANCH,2023-10-15 00:00:00
LA73245402,LA73245402TRNX20007L,FA3523056484463480,37500.0,2499994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA97743025,LA97743025TRNX20007L,FA9536016036432373,50000.0,1999990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA80596285,LA80596285TRNX20007L,FA5370818795460215,53226.801875,1723932.65,C,N,BY_BRANCH,2023-10-15 00:00:00
LA15561369,LA15561369TRNX20007L,FA1111447487293566,96889.0,3015987.15,C,N,BY_BRANCH,2023-10-15 00:00:00
LA71756428,LA71756428TRNX20007L,FA1832223340424753,7500.0,499994.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA21063834,LA21063834TRNX20007L,FA2475696729875128,63.06925500000001,1759.88,C,N,BY_BRANCH,2023-10-15 00:00:00
LA26455512,LA26455512TRNX20007L,FA8915635359749859,19250.0,1099993.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA17841260,LA17841260TRNX20007L,FA7208714860628051,95370.0,3399988.78,C,N,BY_BRANCH,2023-10-15 00:00:00
LA14752156,LA14752156TRNX20007L,FA4890824987013799,92619.375,3152988.25,C,N,BY_BRANCH,2023-10-15 00:00:00
LA80061421,LA80061421TRNX20007L,FA2598397135673212,47725.0,1908990.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA95152031,LA95152031TRNX20007L,FA5749335808854623,348800.0,8719984.0,C,N,BY_BRANCH,2023-10-15 00:00:00
LA67987126,LA67987126TRNX20007L,FA6331567306164268,44000.0,1599989.0,C,N,BY_BRANCH,2023-10-15 00:00:00
DI25454882,DI25454882TRNX02047D,FA8916543896818729,8000.0,10068.0,C,Y,BY_DIGITAL,2023-10-16T01:20:10
CD22053622,CD22053622TRNX20077C,FA8916543896818729,11500.0,,D,Y,BY_CARD,2023-10-16T05:06:48
DI80643244,DI80643244TRNX02047D,FA5310472722439526,3400.0,5482.0,C,Y,BY_DIGITAL,2023-10-16T08:59:04
CD84091429,CD84091429TRNX20077C,FA5310472722439526,19600.0,,C,Y,BY_CARD,2023-10-16T10:00:25
DI53075680,DI53075680TRNX02047D,FA5310472722439526,4856.0,626.0,D,Y,BY_DIGITAL,2023-10-16T10:30:02
CD70059698,CD70059698TRNX20077C,FA5310472722439526,9300.0,,D,Y,BY_CARD,2023-10-16T14:06:05
DI66342884,DI66342884TRNX02047D,FA2885646635452396,498000.0,944657.0,C,Y,BY_DIGITAL,2023-10-16T17:35:31
CD50923035,CD50923035TRNX20077C,FA2885646635452396,44500.0,,D,Y,BY_CARD,2023-10-16T18:23:21
CD42971951,CD42971951TRNX20077C,FA2885646635452396,33400.0,,C,Y,BY_CARD,2023-10-17T00:35:00
DI61004206,DI61004206TRNX02047D,FA5705604524486551,306800.0,686288.0,C,Y,BY_DIGITAL,2023-10-17T01:55:10
BR61361750,BR61361750TRNX02027B,FA7367013266534025,39142.0,25996.0,D,N,BY_BRANCH,2023-10-17T07:27:34
CD78641686,CD78641686TRNX20077C,FA7367013266534025,17000.0,,D,Y,BY_CARD,2023-10-17T09:10:18
DI95753383,DI95753383TRNX02047D,FA4564100776621249,46147.0,163297.0,D,Y,BY_DIGITAL,2023-10-17T09:17:59
CD65747579,CD65747579TRNX20077C,FA4564100776621249,26900.0,,C,Y,BY_CARD,2023-10-17T16:31:28
BR88979065,BR88979065TRNX02027B,FA5942670485858553,33000.0,139707.0,C,N,BY_BRANCH,2023-10-17T17:02:15
DI19220011,DI19220011TRNX02047D,FA6859481227544012,42000.0,123406.0,C,Y,BY_DIGITAL,2023-10-17T18:03:07
DI80078308,DI80078308TRNX02047D,FA4780851864075010,34834.0,173166.0,D,Y,BY_DIGITAL,2023-10-17T18:06:25
BR81865374,BR81865374TRNX02027B,FA9902744207047720,23885.0,32415.0,D,N,BY_BRANCH,2023-10-17T22:18:11
DI75143447,DI75143447TRNX02047D,FA6347477741803500,26000.0,26057.0,C,Y,BY_DIGITAL,2023-10-17T22:30:58
BR47810226,BR47810226TRNX02027B,FA8230069976338160,16000.0,22155.0,C,N,BY_BRANCH,2023-10-17T22:54:33
CD49448063,CD49448063TRNX20077C,FA8230069976338160,31700.0,,D,Y,BY_CARD,2023-10-17T23:03:14
DI75331964,DI75331964TRNX02047D,FA2224398373944209,2777.0,3823.0,D,Y,BY_DIGITAL,2023-10-18T07:30:16
DI26032033,DI26032033TRNX02047D,FA9109566984039699,19000.0,37346.0,C,Y,BY_DIGITAL,2023-10-18T08:57:36
BR27959194,BR27959194TRNX02027B,FA5066437600054164,27302.0,121869.0,D,N,BY_BRANCH,2023-10-18T15:54:33
BR64839710,BR64839710TRNX02027B,FA7350703421125878,6200.0,16832.0,C,N,BY_BRANCH,2023-10-18T16:44:46
CD82974235,CD82974235TRNX20077C,FA7350703421125878,15900.0,,D,Y,BY_CARD,2023-10-18T21:55:03
BR67200518,BR67200518TRNX02027B,FA4923239794639670,24000.0,32447.0,C,N,BY_BRANCH,2023-10-18T22:06:37
BR11055571,BR11055571TRNX02027B,FA2538897226748252,42000.0,49456.0,C,N,BY_BRANCH,2023-10-18T22:37:19
CD93325002,CD93325002TRNX20077C,FA2538897226748252,35400.0,,C,Y,BY_CARD,2023-10-19T00:06:32
CD52239297,CD52239297TRNX20077C,FA2538897226748252,7100.0,,C,Y,BY_CARD,2023-10-19T00:31:51
DI11694436,DI11694436TRNX02047D,FA5066437600054164,4357.0,117512.0,D,Y,BY_DIGITAL,2023-10-19T01:57:38
CD15001346,CD15001346TRNX20077C,FA5066437600054164,23000.0,,D,Y,BY_CARD,2023-10-19T04:10:55
DI50671360,DI50671360TRNX02047D,FA5942670485858553,3400.0,143107.0,C,Y,BY_DIGITAL,2023-10-19T04:16:07
BR47271039,BR47271039TRNX02027B,FA4668254976722665,32916.0,1021.0,D,N,BY_BRANCH,2023-10-19T04:57:51
CD71117388,CD71117388TRNX20077C,FA4668254976722665,44800.0,,C,Y,BY_CARD,2023-10-19T05:26:20
DI66635381,DI66635381TRNX02047D,FA9609180842949648,34000.0,39619.0,C,Y,BY_DIGITAL,2023-10-19T05:52:01
BR55504302,BR55504302TRNX02027B,FA7619556712561457,7200.0,39621.0,C,N,BY_BRANCH,2023-10-19T07:00:52
CD42554092,CD42554092TRNX20077C,FA7619556712561457,45800.0,,C,Y,BY_CARD,2023-10-19T08:09:39
CD95298553,CD95298553TRNX20077C,FA7619556712561457,23100.0,,D,Y,BY_CARD,2023-10-19T12:41:20
DI25806680,DI25806680TRNX02047D,FA6859481227544012,71145.0,52261.0,D,Y,BY_DIGITAL,2023-10-19T13:03:19
BR58550633,BR58550633TRNX02027B,FA1139881137621193,950.0,14757.0,D,N,BY_BRANCH,2023-10-19T15:02:53
BR23273693,BR23273693TRNX02027B,FA5298017229013044,9059.0,342.0,D,N,BY_BRANCH,2023-10-19T15:52:16
CD72701403,CD72701403TRNX20077C,FA5298017229013044,19400.0,,D,Y,BY_CARD,2023-10-19T16:53:07
CD64762276,CD64762276TRNX20077C,FA5298017229013044,9300.0,,C,Y,BY_CARD,2023-10-19T17:40:04
BR78906389,BR78906389TRNX02027B,FA9751580256536186,5261.0,2029.0,D,N,BY_BRANCH,2023-10-19T21:32:53
CD81374046,CD81374046TRNX20077C,FA9751580256536186,24500.0,,C,Y,BY_CARD,2023-10-19T22:34:39
DI49690004,DI49690004TRNX02047D,FA1574717731996887,92555.0,14251.0,D,Y,BY_DIGITAL,2023-10-19T23:06:40
DI33855520,DI33855520TRNX02047D,FA1221543550056188,3833.0,949.0,D,Y,BY_DIGITAL,2023-10-19T23:13:30
BR72835576,BR72835576TRNX02027B,FA8543411569199215,8100.0,36537.0,C,N,BY_BRANCH,2023-10-20T02:45:49
CD14902913,CD14902913TRNX20077C,FA8543411569199215,3700.0,,C,Y,BY_CARD,2023-10-20T05:07:38
DI16274988,DI16274988TRNX02047D,FA3146453489497792,6700.0,55300.0,C,Y,BY_DIGITAL,2023-10-20T06:31:23
DI95009748,DI95009748TRNX02047D,FA3146453489497792,12539.0,42761.0,D,Y,BY_DIGITAL,2023-10-20T07:11:12
BR25165251,BR25165251TRNX02027B,FA9474791299377091,42000.0,52156.0,C,N,BY_BRANCH,2023-10-20T07:40:35
BR94543734,BR94543734TRNX02027B,FA8188372327875322,7000.0,175049.0,C,N,BY_BRANCH,2023-10-20T09:01:38
BR40857627,BR40857627TRNX02027B,FA9531217448383766,2400.0,9429.0,C,N,BY_BRANCH,2023-10-20T09:09:15
DI60831710,DI60831710TRNX02047D,FA3146453489497792,29717.0,13044.0,D,Y,BY_DIGITAL,2023-10-20T09:22:19
CD94513030,CD94513030TRNX20077C,FA3146453489497792,48000.0,,D,Y,BY_CARD,2023-10-20T13:09:06
DI42556675,DI42556675TRNX02047D,FA3134229911104353,49000.0,185450.0,C,Y,BY_DIGITAL,2023-10-20T14:23:59
CD82340423,CD82340423TRNX20077C,FA3134229911104353,49900.0,,C,Y,BY_CARD,2023-10-20T15:14:00
BR82388537,BR82388537TRNX02027B,FA8688022973692384,1800.0,50800.0,C,N,BY_BRANCH,2023-10-20T16:34:30
BR91578844,BR91578844TRNX02027B,FA4930062649839293,1875.0,4557.0,D,N,BY_BRANCH,2023-10-20T20:31:02
DI20733279,DI20733279TRNX02047D,FA8726302338686005,5500.0,29880.0,C,Y,BY_DIGITAL,2023-10-20T23:11:40
DI76610920,DI76610920TRNX02047D,FA7091552744735177,4000.0,53934.0,C,Y,BY_DIGITAL,2023-10-21T00:36:41
DI57154068,DI57154068TRNX02047D,FA2537910248972238,175276.0,5899.0,D,Y,BY_DIGITAL,2023-10-21T01:14:00
CD55539338,CD55539338TRNX20077C,FA2537910248972238,37300.0,,C,Y,BY_CARD,2023-10-21T03:40:31
BR82037924,BR82037924TRNX02027B,FA4867573286815339,488.0,135.0,D,N,BY_BRANCH,2023-10-21T05:16:07
CD43755797,CD43755797TRNX20077C,FA4867573286815339,48300.0,,C,Y,BY_CARD,2023-10-21T09:11:29
